1852 6480
1076 1506 -100
1077 1431 -100
1077 1503 100
1078 1279 -100
1079 1191 -100
1079 1408 -100
1079 1499 100
1080 1128 -100
1080 1319 -100
1080 1710 -100
1080 1820 -100
1081 1456 -100
1081 1503 -100
1082 1389 -100
1082 1823 -100
1083 1234 -100
1083 1349 -100
1083 1504 -100
1083 1574 100
1084 1400 -100
1084 1561 -100
1084 1783 -100
1085 1283 -100
1085 1416 -100
1086 1499 -100
1086 1606 -100
1086 1771 -100
1087 1471 -100
1087 1535 -100
1087 1612 -100
1087 1768 -100
1088 1103 -100
1088 1402 -100
1088 1418 -100
1088 1523 -100
1089 1187 -100
1089 1301 -100
1090 1521 -100
1090 1687 -100
1090 1689 100
1091 1168 -100
1091 1177 -100
1092 1247 -100
1092 1446 -100
1092 1787 -100
1093 1321 -100
1093 1675 -100
1094 1387 -100
1095 1434 -100
1095 1607 -100
1096 1130 -100
1096 1231 -100
1096 1347 -100
1096 1555 -100
1097 1407 -100
1098 1282 100
1098 1451 -100
1098 1519 -100
1098 1841 -100
1099 1548 -100
1100 1333 -100
1100 1684 -100
1101 1166 -100
1101 1293 -100
1102 1380 -100
1102 1698 -100
1104 1142 -100
1105 1251 -100
1105 1267 -100
1105 1832 -100
1106 1262 -100
1106 1270 -100
1106 1391 -100
1106 1749 100
1107 1729 -100
1107 1745 -100
1108 1427 -100
1108 1442 100
1108 1671 -100
1108 1763 -100
1110 1198 -100
1110 1800 -100
1110 1805 -100
1112 1150 100
1112 1397 -100
1112 1424 -100
1112 1662 -100
1114 1686 -100
1115 1147 -100
1115 1485 -100
1116 1752 -100
1117 1592 -100
1118 1572 -100
1119 1334 -100
1119 1829 -100
1121 1315 -100
1121 1719 -100
1121 1827 -100
1122 1367 100
1122 1804 -100
1123 1675 -100
1124 1264 -100
1125 1456 -100
1125 1503 -100
1126 1304 -100
1126 1515 -100
1127 1558 -100
1128 1381 -100
1128 1655 -100
1129 1364 -100
1130 1757 -100
1131 1248 -100
1132 1183 -100
1132 1463 -100
1132 1746 -100
1133 1790 -100
1134 1794 -100
1135 1415 -100
1136 1202 -100
1136 1225 100
1136 1490 -100
1137 1436 -100
1138 1831 -100
1140 1218 -100
1140 1417 -100
1140 1670 -100
1141 1248 -100
1142 1614 -100
1142 1656 -100
1142 1830 -100
1143 1559 -100
1143 1655 -100
1144 1315 -100
1144 1719 -100
1144 1827 -100
1145 1213 -100
1145 1257 -100
1145 1377 -100
1146 1605 -100
1148 1296 -100
1148 1390 100
1148 1631 -100
1149 1381 -100
1149 1421 -100
1150 1800 -100
1151 1335 -100
1151 1674 -100
1151 1728 -100
1152 1330 -100
1153 1299 -100
1153 1371 -100
1153 1588 -100
1154 1429 -100
1154 1691 -100
1154 1696 -100
1154 1818 -100
1154 1842 -100
1155 1747 -100
1155 1831 -100
1156 1558 -100
1157 1164 -100
1157 1285 -100
1158 1689 -100
1159 1264 -100
1160 1262 -100
1160 1391 -100
1160 1399 100
1161 1453 -100
1161 1472 -100
1161 1608 -100
1161 1638 -100
1161 1710 -100
1162 1243 -100
1162 1268 -100
1162 1760 -100
1163 1376 -100
1163 1498 -100
1164 1671 -100
1164 1751 -100
1165 1428 -100
1165 1628 -100
1166 1280 -100
1166 1363 -100
1166 1377 -100
1166 1533 -100
1167 1209 -100
1168 1216 -100
1169 1707 -100
1170 1343 -100
1170 1770 -100
1171 1679 -100
1172 1313 -100
1173 1320 -100
1173 1809 -100
1174 1585 -100
1175 1389 -100
1175 1823 -100
1176 1340 -100
1176 1345 100
1177 1216 -100
1177 1644 -100
1178 1331 -100
1179 1304 -100
1179 1741 -100
1180 1315 -100
1180 1719 -100
1180 1827 -100
1182 1252 -100
1182 1302 -100
1183 1688 -100
1184 1300 -100
1184 1632 -100
1186 1844 -100
1187 1658 -100
1187 1721 -100
1188 1247 -100
1188 1446 -100
1188 1515 -100
1188 1787 -100
1189 1235 -100
1189 1351 -100
1189 1356 -100
1189 1789 -100
1190 1193 -100
1190 1215 -100
1190 1226 -100
1190 1452 -100
1191 1237 -100
1191 1402 -100
1191 1465 -100
1191 1839 -100
1193 1355 -100
1193 1807 -100
1194 1396 -100
1194 1517 -100
1195 1550 -100
1195 1647 -100
1196 1286 -100
1196 1337 -100
1196 1358 -100
1196 1562 -100
1196 1758 -100
1197 1333 -100
1197 1820 -100
1198 1697 -100
1198 1783 100
1199 1226 100
1199 1431 100
1199 1799 -100
1200 1423 -100
1200 1626 -100
1201 1224 -100
1202 1334 -100
1202 1689 -100
1203 1615 -100
1203 1694 -100
1205 1370 -100
1206 1462 -100
1206 1773 -100
1207 1470 -100
1207 1518 -100
1208 1595 -100
1208 1631 -100
1208 1738 -100
1208 1824 -100
1209 1649 -100
1209 1667 -100
1210 1615 -100
1210 1651 -100
1210 1695 -100
1211 1505 -100
1211 1772 -100
1211 1822 -100
1212 1236 -100
1212 1342 -100
1212 1642 -100
1212 1696 -100
1212 1732 -100
1212 1740 -100
1213 1275 -100
1213 1734 -100
1214 1350 -100
1214 1660 -100
1215 1362 100
1215 1587 -100
1217 1609 -100
1219 1288 -100
1219 1554 -100
1220 1601 -100
1220 1662 -100
1221 1388 -100
1221 1618 -100
1221 1798 -100
1222 1406 -100
1223 1265 -100
1223 1529 -100
1223 1626 -100
1224 1479 -100
1225 1266 -100
1225 1521 -100
1226 1587 -100
1227 1321 -100
1228 1505 -100
1228 1772 -100
1228 1822 -100
1229 1261 -100
1230 1258 -100
1231 1352 -100
1231 1423 -100
1231 1626 -100
1231 1757 -100
1232 1838 -100
1234 1610 -100
1234 1737 -100
1236 1458 -100
1236 1720 -100
1237 1275 -100
1237 1450 -100
1238 1650 -100
1238 1811 -100
1239 1499 -100
1239 1771 -100
1240 1275 -100
1240 1734 -100
1241 1618 -100
1241 1798 -100
1242 1838 -100
1243 1431 -100
1243 1515 -100
1244 1438 -100
1244 1565 -100
1244 1705 -100
1245 1851 -100
1246 1810 -100
1247 1644 -100
1248 1473 -100
1248 1736 -100
1249 1487 -100
1249 1676 -100
1250 1286 -100
1250 1324 -100
1250 1808 -100
1252 1425 -100
1253 1321 -100
1254 1566 -100
1255 1701 -100
1256 1627 -100
1256 1680 -100
1257 1652 100
1258 1576 -100
1259 1288 -100
1259 1554 -100
1260 1486 -100
1260 1842 -100
1261 1745 -100
1262 1843 -100
1263 1572 -100
1264 1653 100
1265 1792 -100
1266 1325 -100
1267 1599 -100
1270 1411 -100
1271 1276 -100
1271 1483 -100
1271 1747 -100
1272 1532 -100
1273 1290 -100
1273 1339 -100
1273 1504 -100
1273 1661 -100
1274 1793 -100
1275 1402 -100
1275 1465 -100
1275 1839 -100
1276 1372 -100
1277 1342 -100
1277 1518 100
1277 1673 -100
1277 1780 -100
1278 1432 -100
1278 1450 -100
1278 1563 -100
1279 1669 -100
1280 1293 -100
1280 1320 -100
1280 1741 100
1281 1287 -100
1281 1317 -100
1282 1296 -100
1282 1327 100
1282 1631 -100
1283 1572 100
1283 1672 -100
1283 1837 -100
1284 1679 -100
1285 1427 -100
1286 1715 -100
1287 1457 -100
1288 1366 -100
1289 1312 -100
1289 1495 -100
1289 1525 -100
1290 1737 -100
1291 1405 -100
1292 1774 -100
1293 1363 -100
1293 1495 100
1293 1533 -100
1294 1442 -100
1294 1725 -100
1295 1306 -100
1295 1616 -100
1295 1633 -100
1296 1343 100
1296 1484 -100
1296 1500 -100
1297 1559 -100
1297 1619 -100
1298 1333 -100
1298 1684 -100
1299 1833 -100
1300 1714 -100
1301 1658 -100
1301 1721 -100
1302 1425 -100
1303 1447 -100
1305 1438 -100
1305 1705 -100
1306 1703 -100
1308 1615 -100
1308 1651 -100
1308 1695 -100
1310 1507 -100
1311 1351 -100
1311 1375 -100
1312 1520 -100
1314 1423 -100
1314 1460 -100
1314 1696 -100
1316 1329 -100
1317 1726 -100
1318 1354 -100
1318 1441 -100
1319 1493 -100
1321 1582 -100
1322 1448 -100
1322 1743 -100
1324 1556 -100
1324 1715 -100
1325 1578 100
1325 1687 -100
1326 1752 -100
1327 1513 -100
1327 1676 -100
1328 1399 100
1329 1502 -100
1330 1420 -100
1330 1482 -100
1330 1816 -100
1331 1583 -100
1332 1363 -100
1332 1446 -100
1332 1840 -100
1335 1409 100
1335 1467 -100
1335 1625 -100
1337 1556 -100
1338 1508 -100
1338 1541 -100
1338 1612 -100
1339 1737 -100
1340 1439 100
1340 1733 -100
1341 1453 -100
1341 1472 -100
1341 1608 -100
1341 1638 -100
1342 1693 -100
1343 1526 -100
1343 1605 -100
1344 1407 -100
1346 1627 -100
1346 1680 -100
1347 1761 -100
1349 1610 -100
1350 1417 -100
1352 1683 -100
1352 1724 -100
1353 1376 -100
1353 1498 -100
1354 1432 -100
1355 1791 -100
1356 1388 -100
1357 1405 -100
1357 1596 -100
1358 1532 -100
1358 1556 -100
1359 1419 -100
1360 1439 -100
1360 1636 -100
1361 1547 -100
1362 1799 -100
1363 1384 -100
1364 1802 -100
1366 1554 -100
1367 1509 -100
1367 1788 -100
1368 1451 -100
1368 1484 100
1368 1841 -100
1370 1497 -100
1370 1578 -100
1371 1401 -100
1371 1613 -100
1372 1451 -100
1372 1831 -100
1372 1841 -100
1373 1566 -100
1376 1445 -100
1378 1681 -100
1378 1720 -100
1379 1437 -100
1379 1492 -100
1381 1723 -100
1381 1835 -100
1382 1718 -100
1383 1575 -100
1383 1834 -100
1385 1539 -100
1386 1446 100
1386 1507 -100
1386 1610 100
1387 1429 -100
1387 1837 -100
1388 1538 -100
1389 1395 -100
1390 1461 -100
1390 1676 -100
1391 1414 -100
1391 1425 -100
1391 1843 -100
1392 1409 -100
1392 1562 -100
1392 1776 -100
1393 1409 -100
1393 1562 -100
1394 1577 -100
1394 1693 -100
1395 1823 -100
1396 1729 -100
1397 1735 -100
1398 1464 -100
1398 1597 -100
1399 1830 -100
1400 1805 100
1401 1588 -100
1401 1754 -100
1402 1432 -100
1403 1593 -100
1404 1659 -100
1406 1414 -100
1407 1420 -100
1407 1469 -100
1408 1645 -100
1408 1665 -100
1409 1556 -100
1409 1624 -100
1410 1596 -100
1413 1673 -100
1413 1780 -100
1416 1454 -100
1416 1672 -100
1416 1837 -100
1417 1833 -100
1419 1573 -100
1422 1748 -100
1422 1784 -100
1422 1825 -100
1423 1683 -100
1423 1724 -100
1426 1447 -100
1426 1530 -100
1427 1848 -100
1429 1620 -100
1429 1629 -100
1429 1653 -100
1431 1731 -100
1432 1441 -100
1433 1593 -100
1434 1637 -100
1435 1581 -100
1436 1543 -100
1436 1561 -100
1436 1755 -100
1437 1635 -100
1437 1744 -100
1437 1796 -100
1438 1643 -100
1442 1654 -100
1444 1449 -100
1444 1591 -100
1445 1498 -100
1446 1644 -100
1447 1527 -100
1447 1685 -100
1449 1568 -100
1450 1602 100
1452 1587 -100
1452 1713 100
1455 1564 -100
1455 1600 -100
1455 1666 -100
1456 1831 -100
1458 1460 -100
1458 1694 -100
1458 1740 -100
1459 1501 -100
1459 1512 -100
1459 1756 -100
1460 1653 -100
1461 1592 -100
1462 1589 -100
1463 1639 -100
1463 1688 -100
1464 1476 -100
1464 1765 -100
1464 1817 -100
1467 1674 -100
1467 1728 -100
1468 1721 -100
1468 1751 -100
1470 1516 -100
1472 1499 100
1472 1815 -100
1475 1521 -100
1476 1597 -100
1477 1553 -100
1478 1602 -100
1480 1481 -100
1480 1659 -100
1481 1737 -100
1484 1631 -100
1486 1629 -100
1486 1677 -100
1487 1592 -100
1488 1833 -100
1490 1689 -100
1490 1829 -100
1491 1533 100
1492 1635 -100
1492 1744 -100
1492 1796 -100
1493 1710 -100
1494 1769 -100
1495 1520 -100
1496 1753 -100
1497 1567 -100
1497 1569 -100
1500 1595 -100
1500 1738 -100
1500 1824 -100
1501 1808 -100
1502 1763 100
1502 1777 -100
1504 1610 -100
1505 1786 -100
1507 1574 -100
1507 1806 100
1509 1709 -100
1509 1827 -100
1509 1828 -100
1511 1551 -100
1512 1808 -100
1513 1592 -100
1516 1518 -100
1516 1680 -100
1519 1630 -100
1520 1525 -100
1526 1770 -100
1527 1530 -100
1530 1685 -100
1531 1593 -100
1531 1838 -100
1534 1550 -100
1534 1647 -100
1537 1684 -100
1537 1820 -100
1538 1826 -100
1539 1821 -100
1540 1688 -100
1542 1790 -100
1544 1627 -100
1544 1680 -100
1545 1759 -100
1546 1647 -100
1547 1775 -100
1551 1663 -100
1552 1638 -100
1555 1757 -100
1556 1758 -100
1557 1777 -100
1559 1795 -100
1560 1606 -100
1562 1624 -100
1562 1674 100
1563 1839 -100
1564 1611 -100
1564 1845 -100
1565 1603 -100
1565 1706 -100
1567 1578 -100
1568 1591 -100
1569 1578 -100
1569 1805 -100
1570 1742 -100
1571 1806 -100
1574 1787 100
1577 1584 -100
1577 1732 -100
1578 1589 -100
1581 1792 -100
1585 1778 -100
1586 1826 -100
1587 1791 -100
1588 1613 -100
1589 1758 -100
1589 1773 -100
1593 1675 100
1593 1782 -100
1594 1737 -100
1597 1765 -100
1597 1817 -100
1598 1851 -100
1599 1832 -100
1600 1611 -100
1600 1845 -100
1601 1735 -100
1607 1637 -100
1611 1666 -100
1613 1682 -100
1615 1666 -100
1616 1703 -100
1617 1623 -100
1617 1809 -100
1618 1711 -100
1619 1795 -100
1620 1691 -100
1620 1818 -100
1620 1842 -100
1622 1851 -100
1623 1692 -100
1624 1814 -100
1625 1674 -100
1625 1728 -100
1626 1683 -100
1626 1724 -100
1632 1714 -100
1632 1760 -100
1633 1679 -100
1633 1703 -100
1638 1771 100
1639 1712 -100
1640 1705 100
1640 1844 -100
1642 1669 -100
1642 1803 -100
1643 1705 -100
1644 1787 -100
1651 1666 -100
1651 1819 -100
1653 1691 -100
1653 1818 -100
1653 1842 -100
1654 1725 -100
1658 1704 -100
1660 1670 -100
1661 1737 -100
1666 1695 -100
1666 1845 -100
1669 1694 -100
1671 1848 -100
1677 1818 -100
1678 1847 -100
1682 1833 -100
1692 1809 -100
1694 1803 -100
1697 1800 -100
1697 1805 -100
1699 1810 -100
1704 1751 -100
1708 1826 -100
1709 1788 -100
1711 1798 -100
1712 1836 -100
1713 1799 -100
1717 1779 -100
1719 1788 -100
1725 1748 100
1725 1848 100
1727 1769 -100
1730 1849 -100
1737 1796 -100
1749 1830 -100
1754 1833 -100
1756 1808 -100
1762 1845 -100
1763 1848 -100
1772 1786 -100
1773 1851 -100
1783 1834 100
1785 1826 -100
1786 1822 -100
1788 1828 -100
1790 1812 -100
1791 1807 -100
1793 1852 -100
1794 1811 -100
